-0.188934,0.048786,0.000000
-0.188670,0.048786,0.000000
-0.188407,0.048786,0.000000
-0.188143,0.048786,0.000000
-0.187879,0.048786,0.000000
-0.187615,0.048786,0.000000
-0.187352,0.048786,0.000000
-0.187088,0.048786,0.000000
-0.186824,0.048786,0.000000
-0.186561,0.048786,0.000000
-0.186297,0.048786,0.000000
-0.186033,0.048786,0.000000
-0.185769,0.048786,0.000000
-0.185506,0.048786,0.000000
-0.185242,0.048786,0.000000
-0.184978,0.048786,0.000000
-0.184715,0.048786,0.000000
-0.184451,0.048786,0.000000
-0.184187,0.048786,0.000000
-0.183924,0.048786,0.000000
-0.183660,0.048786,0.000000
-0.183396,0.048786,0.000000
-0.183132,0.048786,0.000000
-0.182869,0.048786,0.000000
-0.182605,0.048786,0.000000
-0.182341,0.048786,0.000000
-0.182078,0.048786,0.000000
-0.181814,0.048786,0.000000
-0.181550,0.048786,0.000000
-0.181286,0.048786,0.000000
-0.181023,0.048786,0.000000
-0.180759,0.048786,0.000000
-0.180495,0.048786,0.000000
-0.180232,0.048786,0.000000
-0.179968,0.048786,0.000000
-0.179704,0.048786,0.000000
-0.179440,0.048786,0.000000
-0.179177,0.048786,0.000000
-0.178913,0.048786,0.000000
-0.178649,0.048786,0.000000
-0.178386,0.048786,0.000000
-0.178122,0.048786,0.000000
-0.177858,0.048786,0.000000
-0.177594,0.048786,0.000000
-0.177331,0.048786,0.000000
-0.177067,0.048786,0.000000
-0.176803,0.048786,0.000000
-0.176540,0.048786,0.000000
-0.176276,0.048786,0.000000
-0.176012,0.048786,0.000000
-0.175749,0.048786,0.000000
-0.175485,0.048786,0.000000
-0.175221,0.048786,0.000000
-0.174957,0.048786,0.000000
-0.174694,0.048786,0.000000
-0.174430,0.048786,0.000000
-0.174166,0.048786,0.000000
-0.173903,0.048786,0.000000
-0.173639,0.048786,0.000000
-0.173375,0.048786,0.000000
-0.173111,0.048786,0.000000
-0.172848,0.048786,0.000000
-0.172584,0.048786,0.000000
-0.172320,0.048786,0.000000
-0.172057,0.048786,0.000000
-0.171793,0.048786,0.000000
-0.171529,0.048786,0.000000
-0.171265,0.048786,0.000000
-0.171002,0.048786,0.000000
-0.170738,0.048786,0.000000
-0.170474,0.048786,0.000000
-0.170211,0.048786,0.000000
-0.169947,0.048786,0.000000
-0.169683,0.048786,0.000000
-0.169419,0.048786,0.000000
-0.169156,0.048786,0.000000
-0.168892,0.048786,0.000000
-0.168628,0.048786,0.000000
-0.168365,0.048786,0.000000
-0.168101,0.048786,0.000000
-0.167837,0.048786,0.000000
-0.167574,0.048786,0.000000
-0.167310,0.048786,0.000000
-0.167046,0.048786,0.000000
-0.166782,0.048786,0.000000
-0.166519,0.048786,0.000000
-0.166255,0.048786,0.000000
-0.165991,0.048786,0.000000
-0.165728,0.048786,0.000000
-0.165464,0.048786,0.000000
-0.165200,0.048786,0.000000
-0.164936,0.048786,0.000000
-0.164673,0.048786,0.000000
-0.164409,0.048786,0.000000
-0.164145,0.048786,0.000000
-0.163882,0.048786,0.000000
-0.163618,0.048786,0.000000
-0.163354,0.048786,0.000000
-0.163090,0.048786,0.000000
